content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,content_age_days,age_tier,age_tier_order,days_since_last_update,freshness_tier,word_count_tier,char_count_tier,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,impression_tier,position_tier,trend_direction,trend_pct,target_decline,staleness_score,expected_ctr,ctr_gap,ctr_defect_score,baseline_score,decay_risk_score,action_label,reason_code
content_d1a0c65a380b,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5570.0,36385.0,,gemini-3-flash-preview,9550,2,536,500,501,0,6,89,88,37,1855,2,38,2991,0,13,223,181-365,5,104,91-180,3500+,25000+,0.02,44.9,0.0,16.6,1.2,good,page_3_5,down,-38.0,1,0.3953900709219858,0.02178649237472767,0.0017864923747276697,0.0017864923747276697,0.19858828164835673,0.5897201345646353,MONITOR_ONLY,STABLE_PERFORMANCE
content_8d083ef224a7,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6514.0,42758.0,,gemini-3-flash-preview,8727,108,318,179,172,19,0,25,88,77,2747,29,56,2924,44,57,287,181-365,5,104,91-180,3500+,25000+,1.24,10.5,10.61,7.86,0.0,good,striking,stable,-6.1,0,0.5088652482269503,0.08695652173913043,0.0,0.0,0.25443262411347517,0.5897019581887687,MONITOR_ONLY,STABLE_PERFORMANCE
content_2b266be92b99,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2560.0,17264.0,google,gemini-3-flash-preview,8433,79,89,84,84,1,0,6,88,57,3623,30,33,2785,23,27,92,91-180,4,20,0-30,2000-3500,15000-25000,0.94,5.2,1.19,6.74,0.0,good,page_1,up,30.1,0,0.16312056737588654,0.16129032258064516,0.0,0.0,0.08156028368794327,0.5896690184131776,MONITOR_ONLY,STABLE_PERFORMANCE
content_4b60f0aa0601,client_8527a891e2,10.0,0.06,LOW,0.0,keyword article,informational,3538.0,22485.0,google,gemini-3-flash-preview,6,0,2,2,2,0,0,0,4,2,0,0,0,5,0,2,91,91-180,4,8,0-30,3500+,15000-25000,0.0,8.3,0.0,0.0,0.0,low,page_1,down,-100.0,1,0.16134751773049646,0.1075268817204301,0.1075268817204301,0.1075268817204301,0.13443719972546328,0.589647887368646,MONITOR_ONLY,STABLE_PERFORMANCE
content_844a84b4dad8,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6384.0,40108.0,,gemini-3-flash-preview,8038,27,315,222,218,4,1,23,88,57,2138,7,43,2844,9,41,299,181-365,5,104,91-180,3500+,25000+,0.34,14.7,1.8,7.3,0.45,good,striking,down,-24.8,1,0.5301418439716312,0.06369426751592357,0.0,0.0,0.2650709219858156,0.5896418718600162,MONITOR_ONLY,STABLE_PERFORMANCE
content_9bd8ee3cff75,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6505.0,41441.0,,gemini-3-flash-preview,13708,31,284,154,145,5,0,7,88,51,4007,16,101,4351,4,21,299,181-365,5,104,91-180,3500+,25000+,0.23,18.6,3.25,2.46,0.0,good,striking,stable,-7.9,0,0.5301418439716312,0.0510204081632653,0.0,0.0,0.2650709219858156,0.5896173872383649,MONITOR_ONLY,STABLE_PERFORMANCE
content_d654f802fc6f,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5187.0,33891.0,,gemini-3-flash-preview,9001,23,174,116,115,3,6,9,88,44,2276,6,34,3096,8,24,223,181-365,5,104,91-180,3500+,25000+,0.26,8.0,2.59,5.17,5.17,good,page_1,down,-26.5,1,0.3953900709219858,0.1111111111111111,0.0,0.0,0.1976950354609929,0.5896142589078608,MONITOR_ONLY,STABLE_PERFORMANCE
content_a179d79bf1f9,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,transactional,5750.0,37218.0,,gemini-3-flash-preview,7719,14,402,325,324,2,1,34,88,45,1801,2,51,1978,5,27,300,181-365,5,104,91-180,3500+,25000+,0.18,20.5,0.62,8.46,0.31,good,page_3_5,stable,-8.9,0,0.5319148936170213,0.046511627906976744,0.0,0.0,0.26595744680851063,0.5895942341406295,MONITOR_ONLY,STABLE_PERFORMANCE
content_ae5ea17118be,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,informational,5855.0,37985.0,,gemini-3-flash-preview,9405,96,409,260,248,4,2,18,88,73,2296,42,80,3108,32,54,300,181-365,5,104,91-180,3500+,25000+,1.02,18.1,1.54,4.4,0.77,good,striking,down,-26.1,1,0.5319148936170213,0.05235602094240837,0.0,0.0,0.26595744680851063,0.5895942341406295,MONITOR_ONLY,STABLE_PERFORMANCE
content_b537d181b10d,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,3685.0,25716.0,google,gemini-3-flash-preview,14665,59,99,81,79,1,0,7,69,45,7485,33,46,5626,22,31,103,91-180,4,20,0-30,3500+,25000+,0.4,4.7,1.23,7.07,0.0,good,page_1,up,33.0,0,0.18262411347517732,0.17543859649122806,0.0,0.0,0.09131205673758866,0.5895871990562527,MONITOR_ONLY,STABLE_PERFORMANCE
content_f7818f7ce53f,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5262.0,34695.0,,gemini-3-flash-preview,4772,85,238,134,133,3,0,6,88,60,1357,29,58,1744,36,42,299,181-365,5,104,91-180,3500+,25000+,1.78,11.0,2.24,2.52,0.0,good,striking,down,-22.2,1,0.5301418439716312,0.08333333333333333,0.0,0.0,0.2650709219858156,0.5895354340044757,MONITOR_ONLY,STABLE_PERFORMANCE
content_c4914742b66a,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6782.0,43996.0,,gemini-3-flash-preview,7792,39,338,261,261,4,0,32,88,59,1864,15,38,2637,15,33,307,181-365,5,104,91-180,3500+,25000+,0.5,21.6,1.53,9.47,0.0,good,page_3_5,down,-29.3,1,0.5443262411347518,0.04424778761061947,0.0,0.0,0.2721631205673759,0.5895263826373511,MONITOR_ONLY,STABLE_PERFORMANCE
content_47c84cf19b5d,client_6208ef0f77,320.0,0.29,LOW,10.27,keyword article,commercial,7111.0,50748.0,,gemini-3-flash-preview,8256,18,456,294,291,2,0,23,88,47,1891,7,141,2593,6,45,300,181-365,5,104,91-180,3500+,25000+,0.22,23.9,0.68,5.04,0.0,good,page_3_5,down,-27.1,1,0.5319148936170213,0.040160642570281124,0.0,0.0,0.26595744680851063,0.5895263826373511,MONITOR_ONLY,STABLE_PERFORMANCE
content_bb4551d3bf00,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,commercial,1344.0,8352.0,,gpt-4o-mini,5865,32,77,48,41,1,0,1,88,33,1462,6,9,1832,10,16,333,181-365,5,104,91-180,1000-2000,8000-15000,0.55,4.0,2.08,1.3,0.0,good,page_1,down,-20.2,1,0.5904255319148937,0.2,0.0,0.0,0.29521276595744683,0.5895157200945522,MONITOR_ONLY,STABLE_PERFORMANCE
content_9f7fc7ab5636,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3567.0,22982.0,google,gemini-3-flash-preview,6957,46,412,262,260,6,2,20,88,56,2570,21,112,2251,12,56,124,91-180,4,104,91-180,3500+,15000-25000,0.66,19.9,2.29,4.85,0.76,good,striking,stable,14.2,0,0.2198581560283688,0.04784688995215311,0.0,0.0,0.1099290780141844,0.5895001763119668,MONITOR_ONLY,STABLE_PERFORMANCE
content_46aca0c87d42,client_4ec9599fc2,,,,,feedly article,,1356.0,9005.0,,gpt-5-mini,2326,45,71,67,66,3,0,4,58,35,1361,21,34,962,24,33,319,181-365,5,20,0-30,1000-2000,8000-15000,1.93,2.8,4.48,5.63,0.0,moderate,top_3,up,41.5,0,0.5656028368794326,0.2631578947368421,0.0,0.0,0.2828014184397163,0.5894979181408315,MONITOR_ONLY,STABLE_PERFORMANCE
content_15baf20c80c5,client_3fdba35f04,90.0,0.33,LOW,0.87,keyword article,informational,3019.0,18142.0,,gemini-3-flash-preview,3942,2,26,22,22,0,1,7,88,12,490,1,4,1198,0,2,333,181-365,5,14,0-30,2000-3500,15000-25000,0.05,24.1,0.0,26.92,4.55,good,page_3_5,down,-59.1,1,0.5904255319148937,0.0398406374501992,0.0,0.0,0.29521276595744683,0.5894682970711252,MONITOR_ONLY,STABLE_PERFORMANCE
content_bc5cdb69aee6,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,3340.0,21422.0,,gemini-2.5-flash,16,0,3,3,3,0,0,2,7,2,2,0,1,10,0,2,182,181-365,5,20,0-30,2000-3500,15000-25000,0.0,6.5,0.0,66.67,0.0,low,page_1,down,-80.0,1,0.32269503546099293,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.22801418439716314,0.5894482888929319,MONITOR_ONLY,STABLE_PERFORMANCE
content_b97c5ddb8a21,client_4e07408562,10.0,0.43,MEDIUM,0.15,keyword article,commercial,1881.0,12168.0,,gpt-4o-mini,2677,7,12,11,11,1,0,1,88,9,552,4,6,914,1,3,326,181-365,5,104,91-180,1000-2000,8000-15000,0.26,39.6,9.09,8.33,0.0,moderate,page_3_5,down,-39.6,1,0.5780141843971631,0.02463054187192118,0.0,0.0,0.28900709219858156,0.5894318055253043,MONITOR_ONLY,STABLE_PERFORMANCE
content_69881ed75d10,client_6208ef0f77,10.0,0.21,LOW,0.0,keyword article,transactional,6924.0,45308.0,,gemini-3-flash-preview,11339,66,405,234,230,8,10,16,88,69,2858,21,99,3511,27,59,300,181-365,5,104,91-180,3500+,25000+,0.58,19.8,3.42,3.95,4.27,good,striking,stable,-18.6,0,0.5319148936170213,0.04807692307692307,0.0,0.0,0.26595744680851063,0.589428323399877,MONITOR_ONLY,STABLE_PERFORMANCE
content_464c21835c14,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6723.0,43416.0,,gemini-3-flash-preview,6471,8,532,347,348,3,0,27,88,38,1454,4,180,2200,2,42,223,181-365,5,104,91-180,3500+,25000+,0.12,21.1,0.86,5.08,0.0,good,page_3_5,down,-33.9,1,0.3953900709219858,0.04524886877828054,0.0,0.0,0.1976950354609929,0.5894038731869622,MONITOR_ONLY,STABLE_PERFORMANCE
content_ecf927b0dc24,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,transactional,6689.0,43188.0,,gemini-3-flash-preview,6644,43,498,313,306,5,0,30,88,62,1775,19,122,2223,18,50,236,181-365,5,104,91-180,3500+,25000+,0.65,16.7,1.6,6.02,0.0,good,striking,down,-20.2,1,0.41843971631205673,0.05649717514124294,0.0,0.0,0.20921985815602837,0.5894038731869622,MONITOR_ONLY,STABLE_PERFORMANCE
content_213115cd9d71,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,informational,6900.0,44090.0,,gemini-3-flash-preview,6441,36,366,303,302,8,0,53,88,45,1553,3,22,2549,18,30,236,181-365,5,104,91-180,3500+,25000+,0.56,15.7,2.64,14.48,0.0,good,striking,down,-39.1,1,0.41843971631205673,0.059880239520958084,0.0,0.0,0.20921985815602837,0.5894038731869622,MONITOR_ONLY,STABLE_PERFORMANCE
content_e0a6ca23a82b,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,transactional,3629.0,27054.0,google,gemini-2.5-flash,21864,40,106,97,96,6,3,8,88,38,7388,4,49,8316,25,34,139,91-180,4,104,91-180,3500+,25000+,0.18,6.7,6.19,7.55,3.09,good,page_1,stable,-11.2,0,0.24645390070921985,0.12987012987012986,0.0,0.0,0.12322695035460993,0.5893980265635538,MONITOR_ONLY,STABLE_PERFORMANCE
content_92792c693f50,client_4ec9599fc2,,,,,feedly article,,1208.0,8862.0,,gpt-5-mini,283,0,6,6,6,0,0,2,41,6,8,0,4,231,0,1,302,181-365,5,20,0-30,1000-2000,8000-15000,0.0,44.0,0.0,33.33,0.0,low,page_3_5,down,-96.5,1,0.5354609929078015,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.27884160756501186,0.5893725178672132,MONITOR_ONLY,STABLE_PERFORMANCE
content_b49efa4db88a,client_3fdba35f04,10.0,0.14,LOW,0.0,keyword article,commercial,1498.0,9769.0,,gpt-4o-mini,46866,16,104,80,79,1,0,18,88,29,16418,4,11,19440,3,5,263,181-365,5,40,31-90,1000-2000,8000-15000,0.03,4.6,1.25,17.31,0.0,excellent,page_1,stable,-15.5,0,0.46631205673758863,0.17857142857142858,0.14857142857142858,0.14857142857142858,0.30744174265450863,0.5893189514498026,MONITOR_ONLY,STABLE_PERFORMANCE
content_a042ae7b2536,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5876.0,37659.0,,gemini-3-flash-preview,11230,3,536,443,445,1,0,57,88,37,3799,2,82,3524,0,19,287,181-365,5,104,91-180,3500+,25000+,0.03,37.2,0.23,10.63,0.0,good,page_3_5,stable,7.8,0,0.5088652482269503,0.026178010471204185,0.0,0.0,0.25443262411347517,0.5892913814919342,MONITOR_ONLY,STABLE_PERFORMANCE
content_ed691c89d7a1,client_19581e27de,140.0,0.42,MEDIUM,0.29,keyword article,informational,,,,,10210,12,49,44,43,1,0,2,88,28,1581,1,5,3601,9,24,258,181-365,5,104,91-180,,,0.12,9.6,2.27,4.08,0.0,good,page_1,down,-56.1,1,0.4574468085106383,0.09433962264150944,0.0,0.0,0.22872340425531915,0.5892736766973543,MONITOR_ONLY,STABLE_PERFORMANCE
content_3368b25e0df4,client_3fdba35f04,50.0,0.27,LOW,0.05,keyword article,informational,2478.0,15319.0,,gemini-3-flash-preview,5284,3,21,16,16,0,0,4,86,15,320,2,8,677,0,1,333,181-365,5,14,0-30,2000-3500,15000-25000,0.06,10.9,0.0,19.05,0.0,good,striking,down,-52.7,1,0.5904255319148937,0.08403361344537814,0.024033613445378146,0.024033613445378146,0.3072295726801359,0.5892289370538548,MONITOR_ONLY,STABLE_PERFORMANCE
content_a6b49aac9289,client_6208ef0f77,50.0,0.25,LOW,0.13,keyword article,commercial,6699.0,43567.0,,gemini-3-flash-preview,6739,43,796,499,497,2,1,29,88,63,1478,16,218,2391,13,91,299,181-365,5,104,91-180,3500+,25000+,0.64,16.6,0.4,3.64,0.2,good,striking,down,-38.2,1,0.5301418439716312,0.056818181818181816,0.0,0.0,0.2650709219858156,0.589224589019884,MONITOR_ONLY,STABLE_PERFORMANCE
content_bf7e47e20643,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5537.0,36037.0,,gemini-3-flash-preview,11973,104,341,203,200,4,0,18,88,49,1521,6,28,6938,84,102,216,181-365,5,104,91-180,3500+,25000+,0.87,15.9,1.97,5.28,0.0,good,striking,down,-78.1,1,0.3829787234042553,0.0591715976331361,0.0,0.0,0.19148936170212766,0.58922376625892,MONITOR_ONLY,STABLE_PERFORMANCE
content_720866efb267,client_6208ef0f77,20.0,0.31,LOW,3.3,keyword article,commercial,5394.0,36638.0,,gemini-3-flash-preview,14501,76,403,230,229,4,2,12,88,64,2974,12,95,3432,34,66,300,181-365,5,104,91-180,3500+,25000+,0.52,32.6,1.74,2.98,0.87,good,page_3_5,stable,-13.3,0,0.5319148936170213,0.02976190476190476,0.0,0.0,0.26595744680851063,0.5892163498876315,MONITOR_ONLY,STABLE_PERFORMANCE
content_ccae0af6d8a7,client_349c41201b,0.0,0.0,LOW,0.0,keyword article,informational,4373.0,27724.0,,gemini-3-flash-preview,27713,215,566,555,531,0,0,1,88,80,8214,70,408,11630,87,89,144,91-180,4,20,0-30,3500+,25000+,0.78,20.8,0.0,0.18,0.0,good,page_3_5,down,-29.4,1,0.2553191489361702,0.04587155963302752,0.0,0.0,0.1276595744680851,0.5891992817121988,MONITOR_ONLY,STABLE_PERFORMANCE
content_b5ce413af5ed,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3875.0,26067.0,,gemini-2.5-flash,29016,310,343,268,263,9,0,94,88,75,3332,23,26,11410,123,96,147,91-180,4,20,0-30,3500+,25000+,1.07,18.9,3.36,27.41,0.0,good,striking,down,-70.8,1,0.26063829787234044,0.05025125628140704,0.0,0.0,0.13031914893617022,0.5891992817121988,MONITOR_ONLY,STABLE_PERFORMANCE
content_90fbb97f99f4,client_8527a891e2,30.0,0.16,LOW,0.03,keyword article,transactional,1561.0,9717.0,,gpt-4o-mini,18,0,1,1,1,0,0,0,11,1,6,0,0,4,0,1,237,181-365,5,103,91-180,1000-2000,8000-15000,0.0,11.7,0.0,0.0,0.0,low,striking,up,50.0,0,0.42021276595744683,0.07874015748031496,0.07874015748031496,0.07874015748031496,0.24947646171888088,0.5891898781781831,MONITOR_ONLY,STABLE_PERFORMANCE
content_4ff8e4a679fd,client_349c41201b,90.0,0.38,MEDIUM,0.17,keyword article,informational,4439.0,28743.0,,gemini-3-flash-preview,28177,57,95,94,83,1,0,2,88,42,3335,15,22,8993,11,24,154,91-180,4,20,0-30,3500+,25000+,0.2,5.4,1.06,2.11,0.0,good,page_1,down,-62.9,1,0.2730496453900709,0.15625,0.0,0.0,0.13652482269503546,0.589163522823397,MONITOR_ONLY,STABLE_PERFORMANCE
content_2aa025a737e0,client_6208ef0f77,10.0,1.0,HIGH,0.0,keyword article,commercial,6000.0,41629.0,,gemini-3-flash-preview,13847,20,305,177,174,1,0,6,88,37,3253,6,94,5151,5,42,236,181-365,5,104,91-180,3500+,25000+,0.14,29.3,0.56,1.97,0.0,good,page_3_5,down,-36.8,1,0.41843971631205673,0.033003300330033,0.0,0.0,0.20921985815602837,0.5891630768041428,MONITOR_ONLY,STABLE_PERFORMANCE
content_01b6c6ce9d7c,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6137.0,40784.0,,gemini-3-flash-preview,12162,40,302,186,184,4,2,16,88,54,3843,15,71,4680,17,44,223,181-365,5,104,91-180,3500+,25000+,0.33,29.5,2.15,5.3,1.08,good,page_3_5,stable,-17.9,0,0.3953900709219858,0.03278688524590164,0.0,0.0,0.1976950354609929,0.5891630768041428,MONITOR_ONLY,STABLE_PERFORMANCE
content_bc4329900602,client_6208ef0f77,20.0,0.01,LOW,0.84,keyword article,transactional,5516.0,35718.0,,gemini-3-flash-preview,13205,22,251,172,171,2,2,11,88,44,3910,7,59,4208,10,20,236,181-365,5,104,91-180,3500+,25000+,0.17,27.5,1.16,4.38,1.16,good,page_3_5,stable,-7.1,0,0.41843971631205673,0.03508771929824561,0.0,0.0,0.20921985815602837,0.5891630768041428,MONITOR_ONLY,STABLE_PERFORMANCE
content_95dce74ff4a9,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6183.0,40537.0,,gemini-3-flash-preview,12863,102,347,168,163,18,0,21,79,56,6738,59,94,4365,28,56,229,181-365,5,104,91-180,3500+,25000+,0.79,19.7,10.71,6.05,0.0,good,striking,up,54.4,0,0.40602836879432624,0.04830917874396135,0.0,0.0,0.20301418439716312,0.5891630768041428,MONITOR_ONLY,STABLE_PERFORMANCE
content_2f9ad5f48af7,client_8722616204,0.0,0.0,LOW,0.0,keyword article,informational,2911.0,19960.0,google,gemini-3-flash-preview,7,0,2,2,2,0,0,0,6,2,4,0,0,0,0,1,90,31-90,3,20,0-30,2000-3500,15000-25000,0.0,4.1,0.0,0.0,0.0,low,page_1,new,,0,0.1595744680851064,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.17782644972882772,0.5891438409163043,MONITOR_ONLY,STABLE_PERFORMANCE
content_f924f7e00676,client_4e07408562,1300.0,0.0,LOW,0.0,keyword article,informational,3096.0,19466.0,,gemini-3-flash-preview,638,0,1,1,1,0,0,0,87,1,267,0,0,174,0,1,326,181-365,5,13,0-30,2000-3500,15000-25000,0.0,33.6,0.0,0.0,0.0,moderate,page_3_5,up,53.4,0,0.5780141843971631,0.028901734104046242,0.028901734104046242,0.028901734104046242,0.3034579592506047,0.5891402812244383,MONITOR_ONLY,STABLE_PERFORMANCE
content_9d025970ab02,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,,,,,12973,26,43,38,36,2,0,2,88,31,3890,4,11,4007,8,12,256,181-365,5,104,91-180,,,0.2,5.7,5.26,4.65,0.0,good,page_1,stable,-2.9,0,0.45390070921985815,0.14925373134328357,0.0,0.0,0.22695035460992907,0.5891328042547183,MONITOR_ONLY,STABLE_PERFORMANCE
content_9a7d4aa546a8,client_3fdba35f04,1000.0,0.21,LOW,3.12,keyword article,informational,2727.0,16740.0,,gemini-3-flash-preview,5062,16,116,77,72,4,1,12,87,53,227,0,20,859,2,19,310,181-365,5,20,0-30,2000-3500,15000-25000,0.32,10.6,5.19,10.34,1.3,good,striking,down,-73.6,1,0.549645390070922,0.08620689655172414,0.0,0.0,0.274822695035461,0.5891299494586417,MONITOR_ONLY,STABLE_PERFORMANCE
content_11d447878b12,client_f74efabef1,30.0,0.19,LOW,0.0,keyword article,transactional,3254.0,21922.0,,gemini-2.5-flash,25,0,1,1,1,0,0,0,15,1,25,0,1,0,0,0,175,91-180,4,20,0-30,2000-3500,15000-25000,0.0,5.0,0.0,0.0,0.0,low,page_1,new,,0,0.3102836879432624,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.23847517730496454,0.5891265513474782,MONITOR_ONLY,STABLE_PERFORMANCE
content_3486f0b9ca77,client_349c41201b,10.0,1.0,HIGH,0.11,keyword article,commercial,3201.0,20825.0,google,gemini-3-flash-preview,11225,39,87,82,66,1,0,1,88,36,3207,5,11,5907,16,34,104,91-180,4,20,0-30,2000-3500,15000-25000,0.35,3.9,1.22,1.15,0.0,good,page_1,down,-45.7,1,0.18439716312056736,0.2040816326530612,0.0,0.0,0.09219858156028368,0.5890814748019351,MONITOR_ONLY,STABLE_PERFORMANCE
content_6295c4f00597,client_9f14025af0,0.0,0.0,LOW,0.0,keyword article,informational,2609.0,17736.0,,gpt-4o-mini,44,0,1,1,1,0,0,0,15,1,1,0,1,0,0,0,249,181-365,5,20,0-30,2000-3500,15000-25000,0.0,75.8,0.0,0.0,0.0,low,deep,new,,0,0.44148936170212766,0.013020833333333334,0.013020833333333334,0.013020833333333334,0.2272550975177305,0.5890660053279162,MONITOR_ONLY,STABLE_PERFORMANCE
content_59487f28e03e,client_bbb965ab0c,0.0,0.0,LOW,0.0,keyword article,informational,2826.0,20309.0,google,gemini-3-flash-preview,16184,66,99,91,89,2,0,2,88,53,6032,24,39,5976,24,30,110,91-180,4,15,0-30,2000-3500,15000-25000,0.41,8.9,2.2,2.02,0.0,good,page_1,stable,0.9,0,0.1950354609929078,0.10101010101010101,0.0,0.0,0.0975177304964539,0.5890393267056497,MONITOR_ONLY,STABLE_PERFORMANCE
content_9924e0695f7b,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,informational,5882.0,37640.0,,gemini-3-flash-preview,11957,149,617,376,371,17,7,27,88,78,2581,14,103,4446,70,115,300,181-365,5,104,91-180,3500+,25000+,1.25,14.6,4.52,4.38,1.86,good,striking,down,-41.9,1,0.5319148936170213,0.06410256410256411,0.0,0.0,0.26595744680851063,0.5890077488969783,MONITOR_ONLY,STABLE_PERFORMANCE
content_2f10edf406c3,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6174.0,41060.0,,gemini-3-flash-preview,11081,190,625,341,333,16,2,17,88,80,2916,56,132,3824,69,116,299,181-365,5,104,91-180,3500+,25000+,1.71,17.9,4.69,2.72,0.59,good,striking,down,-23.7,1,0.5301418439716312,0.052910052910052914,0.0,0.0,0.2650709219858156,0.5890077488969783,MONITOR_ONLY,STABLE_PERFORMANCE
content_9762f75ff577,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5413.0,35337.0,,gemini-3-flash-preview,29196,5,395,310,313,4,0,31,88,32,2156,3,54,6028,0,22,216,181-365,5,104,91-180,3500+,25000+,0.02,42.8,1.29,7.85,0.0,good,page_3_5,down,-64.2,1,0.3829787234042553,0.022831050228310504,0.002831050228310504,0.002831050228310504,0.1929048868162829,0.5889875359088186,MONITOR_ONLY,STABLE_PERFORMANCE
content_3ff91cdab53a,client_6208ef0f77,30.0,0.0,LOW,0.0,keyword article,commercial,4249.0,27313.0,,gemini-3-flash-preview,10410,31,288,156,156,1,0,5,88,49,2541,10,94,3070,13,45,236,181-365,5,104,91-180,3500+,25000+,0.3,27.7,0.64,1.74,0.0,good,page_3_5,stable,-17.2,0,0.41843971631205673,0.03484320557491289,0.0,0.0,0.20921985815602837,0.588980626240568,MONITOR_ONLY,STABLE_PERFORMANCE
content_c2709b51d59a,client_bbb965ab0c,0.0,0.0,LOW,0.0,keyword article,informational,2312.0,14999.0,google,gemini-3-flash-preview,12328,27,103,102,99,4,0,5,88,36,3242,9,56,3880,10,33,110,91-180,4,15,0-30,2000-3500,8000-15000,0.22,9.8,3.92,4.85,0.0,good,page_1,stable,-16.4,0,0.1950354609929078,0.09259259259259259,0.0,0.0,0.0975177304964539,0.588975455257987,MONITOR_ONLY,STABLE_PERFORMANCE
content_c877d7e4c56f,client_8722616204,10.0,0.06,LOW,1.06,keyword article,transactional,2844.0,17542.0,,gemini-3-flash-preview,16,0,4,4,4,0,0,0,10,4,0,0,1,4,0,1,228,181-365,5,104,91-180,2000-3500,15000-25000,0.0,7.3,0.0,0.0,0.0,low,page_1,down,-100.0,1,0.40425531914893614,0.12048192771084336,0.12048192771084336,0.12048192771084336,0.26236862342988976,0.5889711867523324,MONITOR_ONLY,STABLE_PERFORMANCE
content_e6d96b6575c2,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3267.0,22508.0,,gemini-2.5-flash,16741,107,158,117,110,1,0,58,88,68,2152,21,27,5545,32,42,225,181-365,5,20,0-30,2000-3500,15000-25000,0.64,10.7,0.85,36.71,0.0,good,striking,down,-61.2,1,0.39893617021276595,0.08547008547008547,0.0,0.0,0.19946808510638298,0.588971088011862,MONITOR_ONLY,STABLE_PERFORMANCE
content_6e6448cbb670,client_6208ef0f77,10.0,0.04,LOW,0.0,keyword article,transactional,7932.0,51717.0,,gemini-3-flash-preview,11759,35,836,468,466,3,0,12,88,50,2397,9,304,4577,9,95,300,181-365,5,104,91-180,3500+,25000+,0.3,24.6,0.64,1.44,0.0,good,page_3_5,down,-47.6,1,0.5319148936170213,0.0390625,0.0,0.0,0.26595744680851063,0.588967895466957,MONITOR_ONLY,STABLE_PERFORMANCE
content_0eac5bb80381,client_3fdba35f04,10.0,1.0,HIGH,3.78,keyword article,informational,2706.0,16275.0,,gemini-3-flash-preview,15634,44,276,205,193,18,0,29,88,70,3418,12,74,5939,3,38,165,91-180,4,26,0-30,2000-3500,15000-25000,0.28,25.6,8.78,10.51,0.0,good,page_3_5,down,-42.4,1,0.2925531914893617,0.03759398496240601,0.0,0.0,0.14627659574468085,0.5889417120008056,MONITOR_ONLY,STABLE_PERFORMANCE
content_12f4cdf36d45,client_8527a891e2,0.0,0.0,LOW,0.0,keyword article,informational,1515.0,10813.0,,gpt-4o-mini,21,0,1,1,1,0,0,0,13,1,3,0,0,9,0,0,275,181-365,5,104,91-180,1000-2000,8000-15000,0.0,11.5,0.0,0.0,0.0,low,striking,down,-66.7,1,0.4875886524822695,0.08,0.08,0.08,0.28379432624113476,0.5889392889857323,MONITOR_ONLY,STABLE_PERFORMANCE
content_0235e0daa068,client_4e07408562,30.0,0.0,LOW,0.0,keyword article,informational,2621.0,16807.0,,gemini-3-flash-preview,5101,8,11,9,9,1,0,1,88,9,1343,2,4,1858,2,2,327,181-365,5,25,0-30,2000-3500,15000-25000,0.16,23.1,11.11,9.09,0.0,good,page_3_5,down,-27.7,1,0.5797872340425532,0.04149377593360996,0.0,0.0,0.2898936170212766,0.5888857027573039,MONITOR_ONLY,STABLE_PERFORMANCE
